Case,CommCase,Platform,Publisher,VidTitle,CommentText,Likes,CharacterNum,CommLength,Sentiment,Focus,Alignment,MediaType
50.0,1379,Instagram Reels,Tampa Bay Times,"A large, colorful tent is set up in the parking lot of St. Petersburg’s…","As long as there are no circus animals involved, this is great!",22.0,63.0,3,4.0,1.0,4.0,Legacy
50.0,1380,Instagram Reels,Tampa Bay Times,"A large, colorful tent is set up in the parking lot of St. Petersburg’s…",What a job,0.0,10.0,2,3.0,1.0,4.0,Legacy
50.0,1381,Instagram Reels,Tampa Bay Times,"A large, colorful tent is set up in the parking lot of St. Petersburg’s…",Circuses are poison. They treat their staff terrible. All the time. Sexual abuse and so much more. Oh and they treat the animals poorly. Don’t be fooled by the happiness you see. It’s fake smiles,0.0,195.0,1,1.0,1.0,2.0,Legacy
50.0,1382,Instagram Reels,Tampa Bay Times,"A large, colorful tent is set up in the parking lot of St. Petersburg’s…",Someone has a really bad termite problem!,0.0,41.0,3,2.0,0.0,,Legacy
50.0,1383,Instagram Reels,Tampa Bay Times,"A large, colorful tent is set up in the parking lot of St. Petersburg’s…",Bring on the animals!!! 🙌,1.0,26.0,2,4.0,1.0,4.0,Legacy
50.0,1384,Instagram Reels,Tampa Bay Times,"A large, colorful tent is set up in the parking lot of St. Petersburg’s…",The show was good I'm very disappointed that accessing the tent was not ♿️ user friendly. 😔,1.0,92.0,3,2.0,1.0,2.0,Legacy
50.0,1385,Instagram Reels,Tampa Bay Times,"A large, colorful tent is set up in the parking lot of St. Petersburg’s…",❤️❤️,0.0,4.0,2,4.0,0.0,,Legacy
51.0,1386,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,"Bus? Train? Light rail? Na, let’s fly 1-2 people at a time.",21.0,59.0,3,2.0,1.0,2.0,Legacy
51.0,1387,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,"I’m excited about the innovation. I’m wondering how this would change the training world for aspiring pilots. There’s already a shortage. If this took off in a few years time, that gap would widen further. I wonder if they’d lower the cost of education, the required hours or how they would combat that need. Pilots are expensive. I can’t imagine this being cheaper than an Uber to make the same distance, though I appreciate the time saved.",0.0,441.0,1,3.0,1.0,3.0,Legacy
51.0,1388,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,Do you have to tip your pilot too?,0.0,34.0,2,3.0,0.0,,Legacy
51.0,1389,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,This is so annoying. This is for dudes who can’t get a date so they have to land on top of a building to feel cool,1.0,114.0,3,3.0,0.0,,Legacy
51.0,1390,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,Train?,6.0,6.0,2,3.0,0.0,,Legacy
51.0,1391,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,"And where are all these electronic batteries going to be dumped in the future? Once transportation moves from petrol to battery, electric prices will just go up. But, let's spend a fortune transporting 2 people by air, right?",0.0,225.0,1,2.0,1.0,2.0,Legacy
51.0,1392,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,Reduce traffic and lower emissions? Sounds like light rail would solve this and also move more than 2 people...,8.0,111.0,3,2.0,1.0,2.0,Legacy
51.0,1393,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,Have you driven around here? Now they’re going to be in the air?!?!? No thanks!!!,4.0,81.0,3,2.0,1.0,3.0,Legacy
51.0,1394,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,Lol we have so much air traffic but bring it on I’d love to fly local to another city in Hillsborough 😂 #takemymoney 😂,0.0,120.0,3,4.0,1.0,3.0,Legacy
51.0,1395,Instagram Reels,Tampa Bay Times,Tampa International Airport is aiming to make electric air taxis a possibility.⁠..,Invest in JOBY and Archer.,1.0,26.0,2,,,,Legacy
52.0,1396,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",Really cool👏😍! Can next step be an underwater drone/ cam or a diver? I can help with the latter 😍 ,1.0,101.0,3,5.0,0.0,,Legacy
52.0,1397,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",I love this,0.0,11.0,2,4.0,0.0,,Legacy
52.0,1398,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",So very cool! 💚 .,0.0,18.0,2,5.0,1.0,4.0,Legacy
52.0,1399,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",That is so cool ❤️,0.0,18.0,2,5.0,1.0,4.0,Legacy
52.0,1400,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",Coolest thing I’ve ever seen! On all fronts way to go 👏,0.0,56.0,3,5.0,1.0,5.0,Legacy
52.0,1401,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",This is so awesome! Way to go! 👏🫶,0.0,35.0,2,5.0,1.0,5.0,Legacy
52.0,1402,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",❤️❤️❤️❤️,0.0,8.0,2,4.0,0.0,,Legacy
52.0,1403,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",❤️,0.0,2.0,2,4.0,0.0,,Legacy
52.0,1404,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",🙌 .,0.0,4.0,2,4.0,0.0,,Legacy
52.0,1405,Instagram Reels,Tampa Bay Times,"Lying in bed at Tampa General Hospital, Gavin Benyon’s left arm…",❤️❤️,0.0,4.0,2,4.0,0.0,,Legacy
53.0,1406,Instagram Reels,Tampa Bay Times,"Meet War Feather, a retired racehorse born in Florida horse country.⁠..",This is horrible. Why not have a proper sanctuary and not continue to harm and exploit them? They’ve clearly been through enough how are you not doing literally the exact same thing to them???? Why do people insist on sitting on animals in 2023??,0.0,246.0,1,1.0,1.0,1.0,Legacy
53.0,1407,Instagram Reels,Tampa Bay Times,"Meet War Feather, a retired racehorse born in Florida horse country.⁠..",Love this!,1.0,10.0,2,4.0,1.0,4.0,Legacy
53.0,1408,Instagram Reels,Tampa Bay Times,"Meet War Feather, a retired racehorse born in Florida horse country.⁠..",What a beautiful story!! I just love this.,2.0,42.0,3,5.0,1.0,4.0,Legacy
53.0,1409,Instagram Reels,Tampa Bay Times,"Meet War Feather, a retired racehorse born in Florida horse country.⁠..",Yay Wyatt and Justine!!!! 🙌,1.0,28.0,2,4.0,0.0,,Legacy
53.0,1410,Instagram Reels,Tampa Bay Times,"Meet War Feather, a retired racehorse born in Florida horse country.⁠..",It’s a great outcome which brought a tear to my eye. I know how hard you both had to work. His story could have been very different.,1.0,132.0,1,5.0,1.0,5.0,Legacy
53.0,1411,Instagram Reels,Tampa Bay Times,"Meet War Feather, a retired racehorse born in Florida horse country.⁠..",❤️❤️❤️ That’s an awesome transformation!,1.0,40.0,2,4.0,1.0,4.0,Legacy
53.0,1412,Instagram Reels,Tampa Bay Times,"Meet War Feather, a retired racehorse born in Florida horse country.⁠..",I got teary eyed. So thrilled for sweet Wyatt and his happy new life! Way to go Justine 👏,1.0,90.0,3,4.0,1.0,4.0,Legacy
54.0,1413,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,"Question for Californians, Sincerely do yall like living with homeless and trash because ""At least it's not Trump"" or why?",6.0,122.0,3,3.0,0.0,,Legacy
54.0,1414,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,"Wow, Desantis arguements we’re so easily to dismantle. How is this dude even around?",0.0,84.0,3,2.0,1.0,3.0,Legacy
54.0,1415,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,"“And I guess like”….yea, you’re real sharp. What a clown show",0.0,61.0,3,1.0,1.0,2.0,Legacy
54.0,1416,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,😂😂😂😂😂,1.0,10.0,2,3.0,0.0,,Legacy
54.0,1417,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,We have to see these two chicks because?Reporters will say anything and do anything to get attention.,0.0,101.0,3,2.0,0.0,,Legacy
54.0,1418,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,Both Times journalists. Yeah okay 😂,1.0,36.0,2,3.0,0.0,,Legacy
54.0,1419,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,F*CK NEWSOM,1.0,11.0,2,1.0,1.0,3.0,Legacy
54.0,1420,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,Newsome getting his a** handed to him on Adam Carolla’s podcast years ago is still an all time favorite.,11.0,104.0,3,3.0,0.0,,Legacy
54.0,1421,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,"They are debating because they need to give the masses the illusion of choice. As George Carlin said, ""it's a big club and you ain't in it""",5.0,139.0,1,3.0,1.0,3.0,Legacy
54.0,1422,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,Gavin Newsom is a slimy politician that cannot be trusted!,3.0,58.0,3,2.0,1.0,3.0,Legacy
55.0,1423,Instagram Reels,Tampa Bay Times,A car accident at age 21 stole Barbara Walker’s sense of smell…,Incredible! This proves how the brain can continue to experience neuroplasticity at ANY age under ANY circumstances 👏👏,0.0,120.0,3,5.0,1.0,5.0,Legacy
55.0,1424,Instagram Reels,Tampa Bay Times,A car accident at age 21 stole Barbara Walker’s sense of smell…,This is really interesting. I lost my sense of smell at 17 due to a car accident. The only thing I can smell 30 years later is chocolate.,3.0,137.0,1,4.0,1.0,3.0,Legacy
55.0,1425,Instagram Reels,Tampa Bay Times,A car accident at age 21 stole Barbara Walker’s sense of smell…,I would be so sad if I lost my sense of smell. Go Barb!,1.0,55.0,3,4.0,1.0,4.0,Legacy
56.0,1426,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,"Is fearmongering really the best way to approach this and to reduce harm? Yeah, it’s important that folks have the information of what goes into the things they consume, but I just don’t feel like the reefer-madness style of reporting is gonna get us to the point where kratom is regulated. Shame on y’all.",16.0,306.0,1,1.0,1.0,2.0,Legacy
56.0,1427,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,Here we go again the propaganda machine that is big alcohol.,22.0,60.0,3,2.0,1.0,2.0,Legacy
56.0,1428,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,Can we get a number for alcohol related deaths in Florida over the past decade?,50.0,79.0,3,3.0,0.0,,Legacy
56.0,1429,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,The key take away is it was mixed with other substances 😂 so wasn’t just kratom by itself…big pharma out here trying to scare ppl,22.0,130.0,1,3.0,1.0,2.0,Legacy
56.0,1430,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,Who paid yall for this?,13.0,23.0,2,1.0,1.0,1.0,Legacy
56.0,1431,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,I believe the Tampa Bay Times is better than this; It’s the manufacturing of news as opposed to informing the public of danger.,31.0,127.0,1,1.0,1.0,1.0,Legacy
56.0,1432,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,"I bet a lot of people, like myself, are just finding out it can be deadly. I had an owner a Kratos shop try to convince me the exact opposite.",2.0,142.0,1,3.0,1.0,4.0,Legacy
56.0,1433,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,"I personally had a horrible reaction and felt like I was going to die after a kratum bar gave me two large sized kratums without asking what size I wanted.
It was worst than any alcohol reaction. Funny I don’t drink and was using this as a “safe” alternative but it was the worst feeling of my life.
There needs to be more awareness!",3.0,333.0,1,4.0,1.0,4.0,Legacy
56.0,1434,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,This article is definitely overkill. However Kratom does can be destructive just like any other substance which should be understood…,4.0,133.0,1,3.0,1.0,3.0,Legacy
56.0,1435,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,"The problem with this is that it’s not the kratom killing people, it’s the toxic combination of other substances mixed WITH Kratom that’s doing harm.
Stop spreading false information and ruining a good thing for people. 🩷 .",10.0,224.0,1,2.0,1.0,2.0,Legacy
57.0,1436,TikTok,Tampa Bay Times,A man was rescued after a small plane crashed into the #FloridaEverglades in…,That’s terrifying,1.0,17.0,2,2.0,1.0,4.0,Legacy
57.0,1437,TikTok,Tampa Bay Times,A man was rescued after a small plane crashed into the #FloridaEverglades in…,that dude swooped in like the clown chick from Universal. I love this. but the cost to remove the plane from protected waters.... ehhh... not so much.,1.0,150.0,1,4.0,1.0,3.0,Legacy
57.0,1438,TikTok,Tampa Bay Times,A man was rescued after a small plane crashed into the #FloridaEverglades in…,when was this?,0.0,14.0,2,3.0,1.0,3.0,Legacy
57.0,1439,TikTok,Tampa Bay Times,A man was rescued after a small plane crashed into the #FloridaEverglades in…,He got extremely lucky with all those alligators out there,10.0,58.0,3,4.0,1.0,3.0,Legacy
57.0,1440,TikTok,Tampa Bay Times,A man was rescued after a small plane crashed into the #FloridaEverglades in…,"when he gets the bill, he'll have wished he swam back",7.0,53.0,3,2.0,1.0,3.0,Legacy
57.0,1441,TikTok,Tampa Bay Times,A man was rescued after a small plane crashed into the #FloridaEverglades in…,He’s lucky! An anaconda could have come up on the wing or a 🐊 waiting for an easy dinner if he fell off.,0.0,105.0,3,4.0,1.0,3.0,Legacy
57.0,1442,TikTok,Tampa Bay Times,A man was rescued after a small plane crashed into the #FloridaEverglades in…,One lucky guy. Gators could have ate him,0.0,40.0,2,4.0,1.0,4.0,Legacy
