Case,CommCase,Platform,Publisher,VidTitle,Comment,Likes/Hearts,CharacterNum,CommLength,Sentiment,Focus,Alignment
54,1415,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,"“And I guess like”….yea, you’re real sharp. What a clown show",0,61,3,1,1,2
54,1416,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,😂😂😂😂😂,1,10,2,3,0,
54,1417,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,We have to see these two chicks because?Reporters will say anything and do anything to get attention.,0,101,3,2,0,
54,1418,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,Both Times journalists. Yeah okay 😂,1,36,2,3,0,
54,1419,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,F*CK NEWSOM,1,11,2,1,1,3
54,1420,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,Newsome getting his a** handed to him on Adam Carolla’s podcast years ago is still an all time favorite.,11,104,3,3,0,
54,1421,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,"They are debating because they need to give the masses the illusion of choice. As George Carlin said, ""it's a big club and you ain't in it""",5,139,1,3,1,3
54,1422,Instagram Reels,Tampa Bay Times,California Gov. Gavin Newsom and Florida Gov. Ron DeSantis are facing off...,Gavin Newsom is a slimy politician that cannot be trusted!,3,58,3,2,1,3
55,1423,Instagram Reels,Tampa Bay Times,A car accident at age 21 stole Barbara Walker’s sense of smell…,Incredible! This proves how the brain can continue to experience neuroplasticity at ANY age under ANY circumstances 👏👏,0,120,3,5,1,5
55,1424,Instagram Reels,Tampa Bay Times,A car accident at age 21 stole Barbara Walker’s sense of smell…,This is really interesting. I lost my sense of smell at 17 due to a car accident. The only thing I can smell 30 years later is chocolate.,3,137,1,4,1,3
55,1425,Instagram Reels,Tampa Bay Times,A car accident at age 21 stole Barbara Walker’s sense of smell…,I would be so sad if I lost my sense of smell. Go Barb!,1,55,3,4,1,4
56,1426,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,"Is fearmongering really the best way to approach this and to reduce harm? Yeah, it’s important that folks have the information of what goes into the things they consume, but I just don’t feel like the reefer-madness style of reporting is gonna get us to the point where kratom is regulated. Shame on y’all.",16,306,1,1,1,2
56,1427,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,Here we go again the propaganda machine that is big alcohol.,22,60,3,2,1,2
56,1428,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,Can we get a number for alcohol related deaths in Florida over the past decade?,50,79,3,3,0,
56,1429,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,The key take away is it was mixed with other substances 😂 so wasn’t just kratom by itself…big pharma out here trying to scare ppl,22,130,1,3,1,2
56,1430,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,Who paid yall for this?,13,23,2,1,1,1
56,1431,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,I believe the Tampa Bay Times is better than this; It’s the manufacturing of news as opposed to informing the public of danger.,31,127,1,1,1,1
56,1432,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,"I bet a lot of people, like myself, are just finding out it can be deadly. I had an owner a Kratos shop try to convince me the exact opposite.",2,142,1,3,1,4
56,1433,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,"I personally had a horrible reaction and felt like I was going to die after a kratum bar gave me two large sized kratums without asking what size I wanted.
It was worst than any alcohol reaction. Funny I don’t drink and was using this as a “safe” alternative but it was the worst feeling of my life.
There needs to be more awareness!",3,333,1,4,1,4
56,1434,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,This article is definitely overkill. However Kratom does can be destructive just like any other substance which should be understood…,4,133,1,3,1,3
56,1435,Instagram Reels,Tampa Bay Times,A Tampa Bay Times investigation found that more than 580 people in Florida have died from kratom,"The problem with this is that it’s not the kratom killing people, it’s the toxic combination of other substances mixed WITH Kratom that’s doing harm.
Stop spreading false information and ruining a good thing for people. 🩷 .",10,224,1,2,1,2
57,1436,TikTok,Tampa Bay Times,A man was rescued after a small plane crashed into the #FloridaEverglades in…,That’s terrifying,1,17,2,2,1,4
57,1437,TikTok,Tampa Bay Times,A man was rescued after a small plane crashed into the #FloridaEverglades in…,that dude swooped in like the clown chick from Universal. I love this. but the cost to remove the plane from protected waters.... ehhh... not so much.,1,150,1,4,1,3
57,1438,TikTok,Tampa Bay Times,A man was rescued after a small plane crashed into the #FloridaEverglades in…,when was this?,0,14,2,3,1,3
57,1439,TikTok,Tampa Bay Times,A man was rescued after a small plane crashed into the #FloridaEverglades in…,He got extremely lucky with all those alligators out there,10,58,3,4,1,3
57,1440,TikTok,Tampa Bay Times,A man was rescued after a small plane crashed into the #FloridaEverglades in…,"when he gets the bill, he'll have wished he swam back",7,53,3,2,1,3
57,1441,TikTok,Tampa Bay Times,A man was rescued after a small plane crashed into the #FloridaEverglades in…,He’s lucky! An anaconda could have come up on the wing or a 🐊 waiting for an easy dinner if he fell off.,0,105,3,4,1,3
57,1442,TikTok,Tampa Bay Times,A man was rescued after a small plane crashed into the #FloridaEverglades in…,One lucky guy. Gators could have ate him,0,40,2,4,1,4
57,1443,TikTok,Tampa Bay Times,A man was rescued after a small plane crashed into the #FloridaEverglades in…,He is so lucky no gators got him,0,32,2,4,1,4
57,1444,TikTok,Tampa Bay Times,A man was rescued after a small plane crashed into the #FloridaEverglades in…,A lot more planes go down in the everglades than people realize. Its like the bermuda triangle of FL,4,100,3,3,1,4
57,1445,TikTok,Tampa Bay Times,A man was rescued after a small plane crashed into the #FloridaEverglades in…,Drug runners?,0,13,2,3,0,
59,1446,TikTok,Tampa Bay Times,#TampaInternationalAirport is aiming to make electric #airtaxis a possibility…,Car culture infiltrates the skies. What a joke,0,46,3,1,1,2
59,1447,TikTok,Tampa Bay Times,#TampaInternationalAirport is aiming to make electric #airtaxis a possibility…,It’s a people drone!,0,20,2,3,1,3
61,1448,TikTok,Tampa Bay Times,A new partnership between @The Florida Aquarium and @Tampa General Hospital…,@Beachgem10 Meg is ur hospital partnering w florida aquarium too? This is amazing,1,81,3,5,0,
61,1449,TikTok,Tampa Bay Times,A new partnership between @The Florida Aquarium and @Tampa General Hospital…,This is awesome! Love what Roger Germann is doing for the aquarium 🩵,0,69,3,5,1,5
61,1450,TikTok,Tampa Bay Times,A new partnership between @The Florida Aquarium and @Tampa General Hospital…,That is fantastic. Happy for them,0,33,2,4,1,4
61,1451,TikTok,Tampa Bay Times,A new partnership between @The Florida Aquarium and @Tampa General Hospital…,How wonderful! Spectacular for the kids!,0,40,2,5,1,4
62,1452,TikTok,Tampa Bay Times,"Meet Wyatt, a retired #racehorse. He was fierce and skittish and didn’t trust people",Congratulations Justine. Looks like you did a great job with him.,4,65,3,4,1,4
62,1453,TikTok,Tampa Bay Times,"Meet Wyatt, a retired #racehorse. He was fierce and skittish and didn’t trust people",thank you for what you do justine! they all need love🥰!,3,56,3,5,1,4
62,1454,TikTok,Tampa Bay Times,"Meet Wyatt, a retired #racehorse. He was fierce and skittish and didn’t trust people",Thank you💕,0,11,2,4,0,
62,1455,TikTok,Tampa Bay Times,"Meet Wyatt, a retired #racehorse. He was fierce and skittish and didn’t trust people",He’s gorgeous,0,13,2,4,0,
62,1456,TikTok,Tampa Bay Times,"Meet Wyatt, a retired #racehorse. He was fierce and skittish and didn’t trust people",He had back pain,0,16,2,3,0,
62,1457,TikTok,Tampa Bay Times,"Meet Wyatt, a retired #racehorse. He was fierce and skittish and didn’t trust people",Love my ottb!,0,13,2,4,0,
62,1458,TikTok,Tampa Bay Times,"Meet Wyatt, a retired #racehorse. He was fierce and skittish and didn’t trust people","Tampa Bay Times, thanks for this story",4,38,2,3,0,
62,1459,TikTok,Tampa Bay Times,"Meet Wyatt, a retired #racehorse. He was fierce and skittish and didn’t trust people",that light D-ring is a testament to your work,3,45,3,4,1,4
62,1460,TikTok,Tampa Bay Times,"Meet Wyatt, a retired #racehorse. He was fierce and skittish and didn’t trust people",Thanks for helping him..he is beautiful!🥰,0,42,3,4,1,4
63,1461,TikTok,Tampa Bay Times,A car accident at age 21 stole Barbara Walker’s sense of smell,"Hey, check out @NOSA smell training!",0,36,2,3,0,
63,1462,TikTok,Tampa Bay Times,A car accident at age 21 stole Barbara Walker’s sense of smell,I’m autistic and my sense of smell is overly strong. It’s only a superpower when I’m able to trace the smell of weed for up to a mile 😂,0,136,1,3,0,
63,1463,TikTok,Tampa Bay Times,A car accident at age 21 stole Barbara Walker’s sense of smell,"I fixed my taste and smell with acupuncture, really worked well.",0,64,3,3,0,
63,1464,TikTok,Tampa Bay Times,A car accident at age 21 stole Barbara Walker’s sense of smell,You guys are finished. Fake news,0,32,2,1,0,
64,1465,YouTube Shorts,CNN,Indicted senator attends classified briefing,His security clearance should be suspended until he’s cleared if he is.,135,71,3,2,1,4
64,1466,YouTube Shorts,CNN,Indicted senator attends classified briefing,Unacceptable!!! Suspend his clearance ASAP!,9,43,3,1,1,5
64,1467,YouTube Shorts,CNN,Indicted senator attends classified briefing,His stealing ass needs to go to jail.. him and his wife,37,55,3,1,1,4
64,1468,YouTube Shorts,CNN,Indicted senator attends classified briefing,"It's outrageous that he was at a classified briefing - until he is PROVEN not guilty, he should not have access to classified information! 🤬What the hell happened to this country?!",68,181,1,1,1,4
64,1469,YouTube Shorts,CNN,Indicted senator attends classified briefing,He should be thrown out of Congress!,37,36,2,2,1,3
64,1470,YouTube Shorts,CNN,Indicted senator attends classified briefing,"The Senator is making the news. When you’re wrong, attack the messenger.",33,72,3,3,1,4
64,1471,YouTube Shorts,CNN,Indicted senator attends classified briefing,"Senate Democrats should lead the charge to get Menedez removed from the Senate. Maximize the contrast between Democrats holding their own accountable while Republicans don't. Voters who want accountable government will vote Democrat.
",59,234,1,3,0,
64,1472,YouTube Shorts,CNN,Indicted senator attends classified briefing,"Having gold bars in the your closet isn't proof of being a crook... You know, because that's normal. 😂I'm a Democrat and have no issue with him being removed from office.",27,171,1,2,1,3
64,1473,YouTube Shorts,CNN,Indicted senator attends classified briefing,In America you only get indicted AFTER a grand jury of your peers have seen the evidences. His clearance should be pulled for national security reasons.,13,152,1,2,1,3
64,1474,YouTube Shorts,CNN,Indicted senator attends classified briefing,"Second time around for ""Gold Bar"" Bob. In 2015 he had the same issue.  This guy is a crook and CANNOT be in government.",6,119,3,1,1,4
65,1475,YouTube Shorts,CNN,Israel official defends strike on refugee camp,Yet their tank shot a civilian car intentionally,34,48,3,2,1,1
65,1476,YouTube Shorts,CNN,Israel official defends strike on refugee camp,These people are so evil,13,24,2,1,0,
65,1477,YouTube Shorts,CNN,Israel official defends strike on refugee camp,"If we believe their sick lies, we are also sick.",119,48,3,2,0,
65,1478,YouTube Shorts,CNN,Israel official defends strike on refugee camp,This is genocide.,61,17,2,2,0,
